SINIESTRO,LATITUD,LONGITUD,CODIGO POSTAL,CALLE,COLONIA,CAUSA SINIESTRO,TIPO VEHICULO,COLOR,MODELO,NIVEL DAÑO VEHICULO,PUNTO DE IMPACTO,AÑO,MES,DÍA NUMERO,DIA,HORA,ESTADO,CIUDAD,LESIONADOS,RELACION LESIONADOS,EDAD LESIONADO,GENERO LESIONADO,NIVEL LESIONADO,HOSPITALIZADO,FALLECIDO,AMBULANCIA,ARBOL,PIEDRA,DORMIDO,GRUA,OBRA CIVIL,PAVIMENTO MOJADO,EXPLOSION LLANTA,VOLCADURA,PERDIDA TOTAL,CONDUCTOR DISTRAIDO,FUGA,ALCOHOL,MOTOCICLETA,BICICLETA,SEGURO,TAXI,ANIMAL
5803077,16.8612167,-99.8897785,39300,Av. Cuauhtémoc,Del Panteón,COLISION Y/O VUELCO,Auto,GRIS,2015,Bajo,Trasero,2020,JUNIO,1,LUNES,14,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5803202,0,0,0,PORFIRIO DIAZ NO 38,CENTRO,COLISION Y/O VUELCO,Auto,BLANCO,2017,Bajo,\N,2020,JUNIO,1,LUNES,14,GUERRERO,CUAJINICUILAPA,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5803402,16.8696004,-99.8965864,39300,AV.BAJA CALIFORNIA,PROGRESO,COLISION Y/O VUELCO,Auto,VINO,2006,Bajo,Cofre,2020,JUNIO,1,LUNES,14,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5803930,16.8984937,-99.8269124,39715,EP JUAN R ESCUDERO,Leonardo Rodriguez Alcaine,COLISION Y/O VUELCO,Camión,BLANCO,2009,Bajo,Costado der central,2020,JUNIO,2,MARTES,6,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5804591,17.5425514,-99.5007912,39095,PROSPERIDAD,UNIVERSAL,COLISION Y/O VUELCO,Auto,GRIS,2014,Bajo,Frontal,2020,JUNIO,2,MARTES,16,GUERRERO,CHILPANCINGO DE LOS BRAVO,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5805036,16.7715564,-99.7724903,39300,Bulevar De Las Naciones,Del Panteón,COLISION Y/O VUELCO,Auto,BLANCO,2018,Bajo,Frontal,2020,JUNIO,2,MARTES,21,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5805754,16.9276903,-99.8031994,39370,Acapulco - Chilpancingo,La Poza,COLISION Y/O VUELCO,Camión,BLANCO,2007,Bajo,Costado der central,2020,JUNIO,3,MIERCOLES,17,GUERRERO,ACAPULCO DE JUAREZ,1,Tercero Conductor,38,M,\N,NO,NO,,,,,,,,,,,,,,,,,,
5806320,17.5683201,-101.3399034,40831,PAPAYA,San Jeronimito,COLISION Y/O VUELCO,Auto,ROJO,2019,Bajo,Frontal,2020,JUNIO,4,JUEVES,12,GUERRERO,PETATLAN,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5807594,16.8961121,-99.8205476,39715,CTO INTERIOR RENACIMIENTO,RENACIMIENTO,COLISION Y/O VUELCO,Auto,BLANCO,2018,Bajo,Trasero,2020,JUNIO,5,VIERNES,13,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5808952,16.9076057,-99.8321393,39700,Calle 32,Zapata,COLISION Y/O VUELCO,Auto,ROJO,2015,Bajo,Costado der delantero,2020,JUNIO,6,SABADO,16,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5810552,16.8529794,-99.9008608,39300,Av. Costera Miguel Alemán,Centro,COLISION Y/O VUELCO,Auto,ROJO,2015,Bajo,Trasero,2020,JUNIO,8,LUNES,17,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5810812,16.8704341,-99.8759347,39630,CDA Amates,ROBLE,COLISION Y/O VUELCO,Auto,\N,2010,Bajo,Costado izq central,2020,JUNIO,8,LUNES,20,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5811093,16.8632202,-99.9033624,39300,Avenida CONSTITUYENTES,Del Panteón,COLISION Y/O VUELCO,Auto,NEGRO,2008,Bajo,Costado izq central,2020,JUNIO,9,MARTES,11,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5813580,16.8474109,-99.9106691,39300,AV ADOLFO LOPEZ MATEOS,Del Panteón,COLISION Y/O VUELCO,Auto,GRIS,2016,Bajo,Costado der delantero,2020,JUNIO,11,JUEVES,10,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5814068,17.2143173,-100.6301203,40900,5 de Mayo NUM 20,EL BAJO,COLISION Y/O VUELCO,Auto,AZUL,2020,\N,\N,2020,JUNIO,11,JUEVES,14,GUERRERO,TECPAN DE GALEANA,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5815007,17.6713671,-101.5723925,40880,Carretera Federal 200 ZIHUATANEJO MANZANILLO,LA PUERTA,COLISION Y/O VUELCO,Auto,NEGRO,2013,\N,\N,2020,JUNIO,12,VIERNES,9,GUERRERO,ZIHUATANEJO DE AZUETA,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5815940,0,0,0,NIÑOS HEROES,Sin dato,COLISION Y/O VUELCO,Auto,BLANCO,2014,Bajo,\N,2020,JUNIO,12,VIERNES,21,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5816261,16.8486301,-99.9078222,39300,Avenida Costera Miguel Alemán,Barrio Acapulco de Juárez Centro,COLISION Y/O VUELCO,Auto,AZUL METALICO,2015,Bajo,Trasero,2020,JUNIO,13,SABADO,12,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5816770,16.8624352,-99.8873802,39300,Av. Cuauhtémoc 191,HORNOS INSURGENTES,COLISION Y/O VUELCO,Auto,PLATA,2011,Bajo,Cofre,2020,JUNIO,13,SABADO,17,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5819404,16.8467117,-99.8115535,39715,MEX 200 // CARRETERA CALLACO-PUERTO MARQUEZ,Leonardo Rodriguez Alcaine // COLOSO,COLISION Y/O VUELCO,Auto,AMARILLO,2014,Bajo,Trasero,2020,JUNIO,15,LUNES,17,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5819411,17.0093146,-100.1248887,40970,Zihuatanejo - Acapulco,Coyuca de Benítez Centro,COLISION Y/O VUELCO,Auto,GRIS,2010,Medio,Parte baja,2020,JUNIO,15,LUNES,17,GUERRERO,COYUCA DE BENITEZ,3,Conductor Asegurado,56,M,BAJO,NO,NO,,,,,,,,,,,,,,,,,,
5819411,17.0093146,-100.1248887,40970,Zihuatanejo - Acapulco,Coyuca de Benítez Centro,COLISION Y/O VUELCO,Auto,GRIS,2010,Medio,Parte baja,2020,JUNIO,15,LUNES,17,GUERRERO,COYUCA DE BENITEZ,3,Pasajero Asegurado,50,M,BAJO,NO,NO,,,,,,,,,,,,,,,,,,
5819411,17.0093146,-100.1248887,40970,Zihuatanejo - Acapulco,Coyuca de Benítez Centro,COLISION Y/O VUELCO,Auto,GRIS,2010,Medio,Parte baja,2020,JUNIO,15,LUNES,17,GUERRERO,COYUCA DE BENITEZ,3,Pasajero Asegurado,54,M,BAJO,NO,NO,,,,,,,,,,,,,,,,,,
5819485,0,0,0,EL QUEMADO,EMILIANO ZAPATA,COLISION Y/O VUELCO,Camión,BLANCO,2018,Bajo,Costado der central,2020,JUNIO,15,LUNES,20,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5820370,16.8666120,-99.8975402,39350,Bernal Díaz del Castillo,Saturación Progreso Infonavit,COLISION Y/O VUELCO,Camión,BLANCO,2017,Bajo,Costado izq trasero,2020,JUNIO,16,MARTES,12,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5820230,16.8400884,-99.9111042,39300,Av. Costera Miguel Alemán,CALETA,COLISION Y/O VUELCO,Auto,ROJO,2013,Medio,Frontal,2020,JUNIO,17,MIERCOLES,11,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5821537,0,0,0,AJUSTE EN LINEA/ CARRETERA  ACAPULCO-ZIHUATANEJO KM 30,Sin dato,COLISION Y/O VUELCO,Auto,GRIS,2017,Bajo,\N,2020,JUNIO,17,MIERCOLES,12,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5823344,0,0,0,AJL CARR ACAPULCO-AEROPUERTO,20 DE NOVIEMBRE,COLISION Y/O VUELCO,Camión,BLANCO,2006,\N,\N,2020,JUNIO,18,JUEVES,17,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5824620,16.8423492,-99.7974616,0,Calle Palma de Hawai,FRACC REAL DEL PALMAR,COLISION Y/O VUELCO,Auto,GRIS METALICO,2018,Bajo,Frontal,2020,JUNIO,19,VIERNES,15,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5824563,0,0,0,CARRETERA 200,Del Valle,COLISION Y/O VUELCO,Auto,BLANCO,2018,Bajo,Costado izq delantero,2020,JUNIO,19,VIERNES,16,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5824954,16.9241496,-99.8157035,39713,Carretera Acapulco-Tierra Colorada,Ampl La Mica,COLISION Y/O VUELCO,Auto,GRIS,2016,Bajo,Costado izq trasero,2020,JUNIO,19,VIERNES,19,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5824786,16.8723044,-99.8694489,39650,CERRADA DE FARALLON,Del Valle,COLISION Y/O VUELCO,Auto,GRIS,2013,Bajo,Costado izq delantero,2020,JUNIO,19,VIERNES,19,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5825211,16.8815420,-99.8216332,39715,Eje Central Vicente Guerrero,Leonardo Rodriguez Alcaine,COLISION Y/O VUELCO,Auto,GRIS,2014,Bajo,Trasero,2020,JUNIO,20,SABADO,8,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5825128,17.1256000,-99.5669000,39370,EP MEX 95D CHILPANCINGO-ACAPULCO,La Poza,COLISION Y/O VUELCO,Camión,AMARILLO,2017,Sin daño,Costado der delantero,2020,JUNIO,20,SABADO,9,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5825488,16.8583584,-99.8877905,39355,Avenida Costera Miguel Alemán,LA FE RODRIGUEZ,COLISION Y/O VUELCO,Auto,GRIS PLATA,2017,Bajo,Costado izq central,2020,JUNIO,20,SABADO,15,NUEVO LEÓN,MONTERREY,1,Conductor Asegurado,48,M,\N,SI,NO,,,,,,,,,,,,,,,,,,
5824883,0,0,0,CARRETERA KARITINO-MALDONADOSin dato,ALTOS DE BARAÑA,COLISION Y/O VUELCO,Auto,BLANCO,2018,Medio,Frontal,2020,JUNIO,21,DOMINGO,0,GUERRERO,CUAJINICUILAPA,1,Conductor Asegurado,20,M,\N,SI,NO,,,,,,,,,,,,,,,,,,
5825895,17.1826815,-100.6063217,40900,CTRA 200 SAN JERONIMO-TECPAN DE GALEANA,El Paracatal,COLISION Y/O VUELCO,Auto,BLANCO,2018,\N,\N,2020,JUNIO,21,DOMINGO,5,GUERRERO,TECPAN DE GALEANA,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5826240,16.8587006,-99.8484573,39840,COMANDO SUBMARINO,COSTA AZUL,COLISION Y/O VUELCO,Auto,1,2019,\N,\N,2020,JUNIO,21,DOMINGO,17,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5826882,16.8034905,-99.8304062,39890,Miguel Alemán,Puerto Marqués,COLISION Y/O VUELCO,Auto,AMARILLO,2017,Bajo,Trasero,2020,JUNIO,22,LUNES,13,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5827038,16.7220172,-99.1278120,41800,FLORENCIO VILLAREAL,CENTRO,COLISION Y/O VUELCO,Auto,BLANCO,0,\N,\N,2020,JUNIO,22,LUNES,14,GUERRERO,FLORENCIO VILLARREAL,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5827163,16.8637982,-99.8691634,39690,AV.FARALLON DEL OBISPO,Fracc Farallón,COLISION Y/O VUELCO,Auto,AZUL,0,\N,\N,2020,JUNIO,22,LUNES,14,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5827451,16.8840346,-99.8438236,39787,CARRETERA FED MEXICO ACAPULCO,Amadeo Vidales,COLISION Y/O VUELCO,Auto,BLANCO,2015,Bajo,Costado izq central,2020,JUNIO,22,LUNES,19,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5827620,17.9342009,-99.3710683,0,AUTOPISTA CUERNAVACA-CHILPANCINGO KM. 221,\N,COLISION Y/O VUELCO,Auto,ROJO,2012,Bajo,Frontal,2020,JUNIO,22,LUNES,23,GUERRERO,HUITZUCO DE LOS FIGUEROA,2,Pasajero Asegurado,47,F,\N,SI,NO,,,,,,,,,,,,,,,,,,
5827620,17.9342009,-99.3710683,0,AUTOPISTA CUERNAVACA-CHILPANCINGO KM. 221,\N,COLISION Y/O VUELCO,Auto,ROJO,2012,Bajo,Frontal,2020,JUNIO,22,LUNES,23,GUERRERO,HUITZUCO DE LOS FIGUEROA,2,Conductor Asegurado,48,M,\N,SI,NO,,,,,,,,,,,,,,,,,,
5827625,17.5448233,-98.5811239,41300,MEX 93/ HEROICO COLEGIO MILITAR,Tlapa de Comonfort Centro,COLISION Y/O VUELCO,Auto,GRIS,2017,Bajo,\N,2020,JUNIO,22,LUNES,23,GUERRERO,TLAPA DE COMONFORT,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5827631,18.0022505,-102.0886265,40800,LAZARO CARDENAS-URUAPAN >> LAZARO CARDENAS,El Entronque,COLISION Y/O VUELCO,Auto,NEGRO,2010,\N,\N,2020,JUNIO,23,MARTES,1,MICHOACÁN,LAZARO CARDENAS,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5827662,16.8611526,-99.9034734,39590,Avenida Constituyentes,La Fábrica,ATROPELLO,Auto,BLANCO,2016,Bajo,Frontal,2020,JUNIO,23,MARTES,7,GUERRERO,ACAPULCO DE JUAREZ,1,Tercero Peatón,17,M,\N,SI,NO,,,,,,,,,,,,,,,,,,
5828302,16.7699765,-99.7726472,39931,BVLD BARRA VIEJA,Barra Diamante,COLISION Y/O VUELCO,Camión,BLANCO,2014,Sin daño,Trasero,2020,JUNIO,23,MARTES,13,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5828583,16.8570079,-99.8992259,39300,Andrés de Urdaneta,Del Panteón,COLISION Y/O VUELCO,Auto,BLANCO,2018,Bajo,Costado der trasero,2020,JUNIO,23,MARTES,17,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5828927,17.6378486,-101.4927547,0,Carretera Federal 200/CARR. ZIHUATANEJO-ACAPULCO,\N,COLISION Y/O VUELCO,Auto,ROJO,2016,Alto,Frontal,2020,JUNIO,24,MIERCOLES,7,GUERRERO,ZIHUATANEJO DE AZUETA,3,Conductor Asegurado,36,M,\N,NO,NO,,,,,,,,,,1,,,,,,,,
5828927,17.6378486,-101.4927547,0,Carretera Federal 200/CARR. ZIHUATANEJO-ACAPULCO,\N,COLISION Y/O VUELCO,Auto,ROJO,2016,Alto,Frontal,2020,JUNIO,24,MIERCOLES,7,GUERRERO,ZIHUATANEJO DE AZUETA,3,Tercero Pasajero,32,M,\N,NO,NO,,,,,,,,,,1,,,,,,,,
5828927,17.6378486,-101.4927547,0,Carretera Federal 200/CARR. ZIHUATANEJO-ACAPULCO,\N,COLISION Y/O VUELCO,Auto,ROJO,2016,Alto,Frontal,2020,JUNIO,24,MIERCOLES,7,GUERRERO,ZIHUATANEJO DE AZUETA,3,Tercero Conductor,29,M,\N,NO,NO,,,,,,,,,,1,,,,,,,,
5829325,16.8677753,-99.8979512,39350,BERNAL DIAZ DEL CASTILLO,PROGRESO,COLISION Y/O VUELCO,Camión,BLANCO,2018,Sin daño,Costado der trasero,2020,JUNIO,24,MIERCOLES,11,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5829246,17.5256132,-99.4916072,39095,MEX 95 RENE JUAREZ CISNEROS,RESIDENCIAL LAURELES,COLISION Y/O VUELCO,Auto,NEGRO,2017,Bajo,Trasero,2020,JUNIO,24,MIERCOLES,11,GUERRERO,CHILPANCINGO DE LOS BRAVO,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5829355,16.7732105,-99.7825133,39897,MARBELLA CASA 82,RESIDENCIIAL BANUS,COLISION Y/O VUELCO,Auto,BLANCO,2013,Bajo,\N,2020,JUNIO,24,MIERCOLES,12,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,1,,,,,,,,,,,,,
5829663,16.7916378,-99.8034897,39300,Bulevar De Las Naciones LT46A,PUERTO MARQUES,COLISION Y/O VUELCO,Auto,BLANCO,2020,\N,\N,2020,JUNIO,24,MIERCOLES,14,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5829862,16.8724659,-99.8895565,39300,Av. Ruíz Cortinez,LA FLORIDA,COLISION Y/O VUELCO,Auto,AMARILLO,2019,Bajo,\N,2020,JUNIO,24,MIERCOLES,16,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5831551,17.5437456,-99.4984572,39080,De La Rosa,Temixco,COLISION Y/O VUELCO,Auto,GRIS,2016,Bajo,Trasero,2020,JUNIO,25,JUEVES,22,GUERRERO,CHILPANCINGO DE LOS BRAVO,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5831576,16.9283669,-99.8019254,39928,Chilpancingo - Acapulco,\N,COLISION Y/O VUELCO,Auto,GRIS METALICO,2019,Bajo,Frontal,2020,JUNIO,26,VIERNES,6,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,1,,
5833224,17.6464442,-101.5433050,40894,Mexicas,Zona Industrial,COLISION Y/O VUELCO,Auto,GRIS,2008,Bajo,Trasero,2020,JUNIO,27,SABADO,12,GUERRERO,ZIHUATANEJO DE AZUETA,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,1,,
5833327,16.8557965,-99.8607973,39690,AV COSTERA MIGUEL ALEMAN,Fracc Club Deportivo,COLISION Y/O VUELCO,Auto,GRIS METALICO,2007,Bajo,Frontal,2020,JUNIO,27,SABADO,12,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5833333,16.8558450,-99.8608797,39690,AV. COSTERA MIGUEL ALEMAN,FRACC. CLUB DEPORTIVO,COLISION Y/O VUELCO,Auto,CAFE,2007,\N,\N,2020,JUNIO,27,SABADO,12,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5833602,16.8522654,-99.8518823,39300,Fernando Magallanes,COSTA AZUL,COLISION Y/O VUELCO,Auto,AMARILLO,2016,Bajo,Frontal,2020,JUNIO,27,SABADO,17,GUERRERO,ACAPULCO DE JUAREZ,1,Tercero Conductor,43,F,\N,SI,NO,,,,,,,,,,,,,,,,,,
5833871,16.8626709,-99.8868681,39300,Av. Cuauhtémoc,Del Panteón,COLISION Y/O VUELCO,Auto,AZUL,2018,Sin daño,Trasero,2020,JUNIO,28,DOMINGO,9,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5834025,16.9049207,-99.8254466,39715,Boulevard Vicente Guerrero,Leonardo Rodriguez Alcaine,COLISION Y/O VUELCO,Auto,GRIS,2020,Bajo,Cofre,2020,JUNIO,28,DOMINGO,11,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5834201,17.5541926,-99.5044275,39000,Teofilo Olea y Leyva,Chilpancingo de los Bravos Centro,COLISION Y/O VUELCO,Auto,BLANCO,2014,Bajo,Frontal,2020,JUNIO,28,DOMINGO,15,GUERRERO,CHILPANCINGO DE LOS BRAVO,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5835536,0,0,0,VICENTE GUERRERO,PALOMARES,COLISION Y/O VUELCO,Auto,GRIS,2019,Bajo,Costado izq trasero,2020,JUNIO,29,LUNES,19,GUERRERO,ACAPULCO DE JUAREZ,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5802387,21.5376759,-102.4561333,0,Jalisco 205,LAS FLORES,COLISION Y/O VUELCO,Camión,VERDE,1998,Sin daño,Costado der central,2020,JUNIO,1,LUNES,4,JALISCO,TEOCALTICHE,0,\N,0,,\N,NO,\N,,,,,,,,,1,,,,,,,,,
5777384,0,0,0,villa de san francisco n° 134,col fracc villerias,COLISION Y/O VUELCO,Auto,BLANCO,2018,Bajo,Frontal,2020,JUNIO,1,LUNES,9,AGUASCALIENTES,AGUASCALIENTES,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5802832,21.8599702,-102.2808784,20230,Av. Aguascalientes (Sur),Santa Elena,COLISION Y/O VUELCO,Auto,GRIS,2017,Bajo,Trasero,2020,JUNIO,1,LUNES,12,AGUASCALIENTES,AGUASCALIENTES,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5803050,0,0,0,ASIGNAR A JOSE LUIS CRUZ QUIROZ *AV AGUASCALIENTES SUR*,ASIGNAR A JOSE LUIS CRUZ QUIROZ,COLISION Y/O VUELCO,Auto,GRIS,2017,Sin daño,Frontal,2020,JUNIO,1,LUNES,13,AGUASCALIENTES,AGUASCALIENTES,1,Conductor Asegurado,25,M,BAJO,NO,NO,,,,,,,,,,,,,,,,,,
5803623,22.7558047,-102.5663455,98099,TRANSITO PESADO,ALMA OBRERA,COLISION Y/O VUELCO,Motocicleta,NEGRO,2018,Sin daño,Costado izq central,2020,JUNIO,1,LUNES,18,ZACATECAS,ZACATECAS,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,1,,,,
5803752,21.9009230,-102.2919160,20200,Av. de la Convención de 1914 Nte,Morelos,COLISION Y/O VUELCO,Auto,ROJO,1991,Sin daño,Trasero,2020,JUNIO,1,LUNES,19,AGUASCALIENTES,AGUASCALIENTES,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,1,,
5803903,0,0,0,CERRO DEL PADRE,CNOP,COLISION Y/O VUELCO,Auto,NEGRO,2006,Bajo,\N,2020,JUNIO,1,LUNES,22,ZACATECAS,ZACATECAS,0,\N,0,,\N,NO,\N,,,,,1,,,,,,,,,,,,,
5803970,22.0299443,-102.2773823,0,Calle San Diego Poniente 202,Urbi Villa del Vergel,COLISION Y/O VUELCO,Auto,BLANCO,2017,Sin daño,Costado der delantero,2020,JUNIO,2,MARTES,9,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5804224,21.9051318,-102.2563124,20170,Avenida Siglo XXI,Las Cumbres,COLISION Y/O VUELCO,Camión,BLANCO,2009,Sin daño,Frontal,2020,JUNIO,2,MARTES,10,AGUASCALIENTES,AGUASCALIENTES,1,Tercero Conductor,36,M,BAJO,NO,NO,,,,,,,,,,,,,,,,,,
5804355,22.2679145,-101.9204665,0,STA MARIA DE LOS ANGELES,\N,COLISION Y/O VUELCO,Camión,BLANCO,2008,Medio,\N,2020,JUNIO,2,MARTES,13,ZACATECAS,LORETO,0,\N,0,,\N,NO,\N,,,,,1,,,,1,,,,,,,,,
5804502,21.8883839,-102.3171079,20040,JARDINES ETERNOS,Altavista / FRACCIONAMIENTO PANORAMA,COLISION Y/O VUELCO,Auto,GRIS,2020,Medio,\N,2020,JUNIO,2,MARTES,14,AGUASCALIENTES,AGUASCALIENTES,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,1,,
5804707,0,0,0,AJUSTE EN LINEA,Sin dato,COLISION Y/O VUELCO,Auto,BLANCO,2017,Bajo,\N,2020,JUNIO,2,MARTES,16,AGUASCALIENTES,AGUASCALIENTES,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5804725,22.7517473,-102.5836933,98085,CARR FEDERAL 45,Fracc Colinas del Padre,COLISION Y/O VUELCO,Auto,BLANCO,2019,Medio,Frontal,2020,JUNIO,2,MARTES,17,ZACATECAS,ZACATECAS,0,\N,0,,\N,NO,\N,,,,,,,,,,,,,,,,,,
5805414,21.9625777,-102.2850295,20908,Municipio de Tepezala / CARR LORETO AGS,Parque industrial de Valle de Aguascalientes,COLISION Y/O VUELCO,Camión,BLANCO,2010,Bajo,Costado izq delantero,2020,JUNIO,3,MIERCOLES,12,AGUASCALIENTES,AGUASCALIENTES,1,Tercero Conductor,51,M,\N,NO,SI,,,,,1,,,,,,,,,,,,,
5805361,21.9226692,-102.3163876,20120,EATS AV UNIVERSIDAD,Jardines de la Concepción,COLISION Y/O VUELCO,Motocicleta,ROJO,2017,Sin daño,Cofre,2020,JUNIO,3,MIERCOLES,13,AGUASCALIENTES,AGUASCALIENTES,1,Conductor Asegurado,25,M,BAJO,NO,NO,,,,,,,,,,,,,1,1,,,,
5805390,21.9372786,-102.2785024,20126,Calle Palma Totuma,Fracc Constitución,COLISION Y/O VUELCO,Auto,BLANCO,2020,Sin daño,Frontal,2020,JUNIO,3,MIERCOLES,13,AGUASCALIENTES,AGUASCALIENTES,2,Tercero Viajero,25,Indefinido,\N,NO,NO,,,,,,,,,,,,,1,,,1,,
5805390,21.9372786,-102.2785024,20126,Calle Palma Totuma,Fracc Constitución,COLISION Y/O VUELCO,Auto,BLANCO,2020,Sin daño,Frontal,2020,JUNIO,3,MIERCOLES,13,AGUASCALIENTES,AGUASCALIENTES,2,Tercero Viajero,29,M,\N,NO,NO,,,,,,,,,,,,,1,,,1,,
